Title	URL	Abstract views	PDF views	Original submission	Current submission
Neptune: A Bioinformatics Tool for Rapid Discovery of Genomic Variation in Bacterial Populations	http://biorxiv.org/content/early/2016/11/30/032227	3088	1088	2016_01_8	2016_11_30
Natural Genetic Variation Modifies Gene Expression Dynamics at the Protein Level During Pheromone Response in Saccharomyces cerevisiae	http://biorxiv.org/content/early/2016/11/29/090480	1207	211	2016_11_29	2016_11_29
Multimodal representations of person identity individuated with fMRI	http://biorxiv.org/content/early/2016/11/29/090472	1130	211	2016_11_29	2016_11_29
Spatial organization, grouping strategies and cyclic dominance in asymmetric predator-prey games	http://biorxiv.org/content/early/2016/11/29/090316	541	128	2016_11_29	2016_11_29
DMAP - Graphical representation of physical and genetic map correlation	http://biorxiv.org/content/early/2016/11/29/090415	1587	189	2016_11_29	2016_11_29
NLR signaling network mediates immunity to diverse plant pathogens	http://biorxiv.org/content/early/2016/11/29/090449	3045	1319	2016_11_29	2016_11_29
foxQ2 evolved a key role in anterior head and central brain patterning in protostomes	http://biorxiv.org/content/early/2016/11/29/090340	451	147	2016_11_29	2016_11_29
Voltage-dependent K+ Channels Improve the Energy Efficiency of Signalling in Blowfly Photoreceptors	http://biorxiv.org/content/early/2016/11/29/090308	590	132	2016_11_29	2016_11_29
Evaluation of quantum dot conjugated antibodies for immunofluorescent labelling of cellular targets	http://biorxiv.org/content/early/2016/11/29/090357	705	253	2016_11_29	2016_11_29
Temporal Genetic Dynamics of an Experimental, Biparental Field Population of Phytophthora capsici	http://biorxiv.org/content/early/2016/11/29/089953	744	164	2016_11_29	2016_11_29
The evolutionary history of bears is shaped by gene flow across species	http://biorxiv.org/content/early/2016/11/29/090126	1694	496	2016_11_29	2016_11_29
Retrotransposons are specified as DNA replication origins in the gene-poor regions of Arabidopsis heterochromatin	http://biorxiv.org/content/early/2016/11/29/090183	2148	280	2016_11_28	2016_11_29
SCnorm: A quantile-regression based approach for robust normalization of single-cell RNA-seq data	http://biorxiv.org/content/early/2016/11/29/090167	2706	1080	2016_11_28	2016_11_29
The accuracy and bias of single-step genomic prediction for populations under selection	http://biorxiv.org/content/early/2016/11/28/090274	1012	191	2016_11_28	2016_11_28
Behavioral evidence for feedback gain control by the inhibitory microcircuit of the substantia nigra	http://biorxiv.org/content/early/2016/11/28/090209	1575	446	2016_11_28	2016_11_28
Sphingolipid metabolic flow controls phosphoinositide turnover at the trans Golgi network	http://biorxiv.org/content/early/2016/11/28/090142	774	299	2016_11_28	2016_11_28
Intra- and inter-specific variations of gene expression levels in yeast are largely neutral	http://biorxiv.org/content/early/2016/11/28/089995	1239	310	2016_11_28	2016_11_28
Retrotransposon Activation Contributes to Neurodegeneration in a Drosophila TDP-43 Model of ALS.	http://biorxiv.org/content/early/2016/11/28/090175	4645	456	2016_11_28	2016_11_28
The Global Avian Invasions Atlas - A database of alien bird distributions worldwide	http://biorxiv.org/content/early/2016/11/28/090035	940	278	2016_11_28	2016_11_28
The natural selection of metabolism bends body mass evolution in time	http://biorxiv.org/content/early/2016/11/28/088997	880	167	2016_11_22	2016_11_28
The natural selection of metabolism and mass selects lifeforms from viruses to multicellular animals	http://biorxiv.org/content/early/2016/11/28/087650	1088	269	2016_11_15	2016_11_28
The natural selection of metabolism explains curvature in allometric scaling	http://biorxiv.org/content/early/2016/11/28/090191	556	114	2016_11_28	2016_11_28
Hydrogen Bond Networks and Hydrophobic Effects in the Amyloid β30-35 Chain in Water: A Molecular Dynamics Study	http://biorxiv.org/content/early/2016/11/28/090092	566	225	2016_11_28	2016_11_28
Excitability in the p53 network mediates robust signaling with tunable activation thresholds in single cells	http://biorxiv.org/content/early/2016/11/28/068668	736	438	2016_08_9	2016_11_28
The natural selection of metabolism and mass selects allometric transitions from prokaryotes to mammals	http://biorxiv.org/content/early/2016/11/28/084624	1124	339	2016_11_1	2016_11_28
Axonal transcriptome of human stem cell derived neurons	http://biorxiv.org/content/early/2016/11/28/066142	1015	433	2016_07_27	2016_11_28
Structure of general-population antibody titer distributions to influenza A virus	http://biorxiv.org/content/early/2016/11/28/090076	772	236	2016_11_28	2016_11_28
Analyzing Single Molecule Localization Microscopy Data Using Cubic Splines	http://biorxiv.org/content/early/2016/11/28/083402	1111	444	2016_10_26	2016_11_28
Global-scale structure of the eelgrass microbiome	http://biorxiv.org/content/early/2016/11/28/089797	1192	485	2016_11_26	2016_11_28
Accurate De Novo Prediction of Protein Contact Map by Ultra-Deep Learning Model	http://biorxiv.org/content/early/2016/11/28/073239	6124	2396	2016_11_8	2016_11_28
Dopaminergic neurons modulate locomotion in Caenorhabditis elegans	http://biorxiv.org/content/early/2016/11/28/056192	758	322	2016_05_31	2016_11_28
Anchored Phylogenomics of Angiosperms I: Assessing the Robustness of Phylogenetic Estimates	http://biorxiv.org/content/early/2016/11/28/086298	2009	664	2016_11_8	2016_11_28
Detection of pathways affected by positive selection in primate lineages ancestral to humans	http://biorxiv.org/content/early/2016/11/28/044941	2222	784	2016_11_21	2016_11_28
Testing the neutral hypothesis of phenotypic evolution	http://biorxiv.org/content/early/2016/11/27/089987	1366	397	2016_11_27	2016_11_27
Genome sequencing and analysis of the first spontaneous Nanosilver resistant bacterium Proteus mirabilis strain SCDR1	http://biorxiv.org/content/early/2016/11/27/089961	677	371	2016_11_27	2016_11_27
HI-C 2.0: AN OPTIMIZED HI-C PROCEDURE FOR HIGH-RESOLUTION GENOME-WIDE MAPPING OF CHROMOSOME CONFORMATION	http://biorxiv.org/content/early/2016/11/27/090001	2603	1585	2016_11_27	2016_11_27
Retargeting: an unrecognized consideration in endonuclease-based gene drive biology	http://biorxiv.org/content/early/2016/11/27/089946	1052	236	2016_11_27	2016_11_27
Distinct cAMP signaling modalities mediate behavioral flexibility and consolidation of social status in Drosophila aggression.	http://biorxiv.org/content/early/2016/11/27/089979	795	142	2016_11_27	2016_11_27
DNA sequence+shape kernel enables alignment-free modeling of transcription factor binding	http://biorxiv.org/content/early/2016/11/27/089441	2341	551	2016_11_25	2016_11_27
Varying intolerance of gene pathways to mutational classes explain genetic convergence across neuropsychiatric disorders	http://biorxiv.org/content/early/2016/11/27/054460	1933	420	2016_05_20	2016_11_27
An interaction map of circulating metabolites, immune gene networks and their genetic regulation	http://biorxiv.org/content/early/2016/11/26/089839	2532	526	2016_11_26	2016_11_26
PolyCut: a computer programme for assignments of MSn signals of metallo-biomolecules by considering the entire isotope patterns	http://biorxiv.org/content/early/2016/11/26/089706	675	107	2016_11_26	2016_11_26
Baseline mutation profiling of 1134 samples of circulating cell-free DNA and blood cells from healthy individuals	http://biorxiv.org/content/early/2016/11/26/089813	2532	1218	2016_11_26	2016_11_26
Hyphal aggregation and surface attachment of Streptomyces is governed by extracellular poly-β-1,6-N-acetylglucosamine	http://biorxiv.org/content/early/2016/11/26/089920	614	260	2016_11_26	2016_11_26
fMRI Correlates of Reaction Time Prolongation during intentional False Responding; an inter-individual difference study	http://biorxiv.org/content/early/2016/11/26/089847	1092	108	2016_11_26	2016_11_26
Metabolome Identification by Systematic Stable Isotope Labeling Experiments and False Discovery Analysis with a Target-Decoy Strategy	http://biorxiv.org/content/early/2016/11/26/089904	1031	484	2016_11_26	2016_11_26
PoGo: Jumping from Peptides to Genomic Loci	http://biorxiv.org/content/early/2016/11/26/079772	1266	385	2016_10_7	2016_11_26
Heat-stable preservation of protein expression systems for portable therapeutics production	http://biorxiv.org/content/early/2016/11/26/089664	644	253	2016_11_26	2016_11_26
Enhancing Knowledge Discovery from Cancer Genomics Data with Galaxy	http://biorxiv.org/content/early/2016/11/26/089631	1659	280	2016_11_26	2016_11_26
FlyLimbTracker: an active contour based approach for leg segment tracking in unmarked, freely behaving Drosophila	http://biorxiv.org/content/early/2016/11/26/089714	1692	459	2016_11_26	2016_11_26
Time-dependent-asymmetric-linear-parsimonious ancestral state reconstruction	http://biorxiv.org/content/early/2016/11/26/089805	781	95	2016_11_26	2016_11_26
Inference of candidate germline mutator loci in humans from genome-wide haplotype data	http://biorxiv.org/content/early/2016/11/26/089623	1374	200	2016_11_26	2016_11_26
Locus-specific ChIP combined with NGS analysis reveals genomic regulatory regions that physically interact with the Pax5 promoter in a chicken B cell line	http://biorxiv.org/content/early/2016/11/26/089821	575	211	2016_11_26	2016_11_26
Structural reorganization of the chromatin remodeling enzyme Chd1 upon engagement with nucleosomes.	http://biorxiv.org/content/early/2016/11/26/089581	1026	735	2016_11_26	2016_11_26
Inference of evolutionary jumps in large phylogenies using Levy processes	http://biorxiv.org/content/early/2016/11/26/089276	1032	281	2016_11_26	2016_11_26
Human inferences about sequences: A minimal transition probability model	http://biorxiv.org/content/early/2016/11/25/068346	2795	890	2016_08_7	2016_11_25
Revisiting the effect of red on competition in humans	http://biorxiv.org/content/early/2016/11/25/086710	1592	290	2016_11_21	2016_11_25
The Semantics of Adjective Noun Phrases in the Human Brain	http://biorxiv.org/content/early/2016/11/25/089615	992	493	2016_11_25	2016_11_25
Graph regularized, semi-supervised learning improves annotation of de novo transcriptomes	http://biorxiv.org/content/early/2016/11/25/089417	2259	603	2016_11_25	2016_11_25
Coordinate Based Random Effect Size meta-analysis of neuroimaging studies	http://biorxiv.org/content/early/2016/11/25/089565	748	116	2016_11_25	2016_11_25
A genetic risk score to guide age-specific, personalized prostate cancer screening	http://biorxiv.org/content/early/2016/11/25/089383	1240	595	2016_11_25	2016_11_25
Relationships between chromosomal aberration breakpoints and chromosomal contacts: biophysical modeling study	http://biorxiv.org/content/early/2016/11/25/089508	587	106	2016_11_25	2016_11_25
Statistical Quality Scale 6 (SQS-6)	http://biorxiv.org/content/early/2016/11/25/089649	442	136	2016_11_25	2016_11_25
Kinetics of multi-substrate in Beauveria bassiana JUCHE22	http://biorxiv.org/content/early/2016/11/25/089599	386	74	2016_11_25	2016_11_25
Prestimulus alpha-band power biases visual discrimination confidence, but not accuracy	http://biorxiv.org/content/early/2016/11/25/089425	1145	463	2016_11_25	2016_11_25
Tracing the biogeographical origin of South Asian populations using DNA SatNav	http://biorxiv.org/content/early/2016/11/25/089466	1128	347	2016_11_25	2016_11_25
Physical models of spatial genome organization	http://biorxiv.org/content/early/2016/11/25/089755	646	498	2016_11_25	2016_11_25
Biased evolutionary inferences from bulk tumor samples	http://biorxiv.org/content/early/2016/11/25/089680	3248	370	2016_11_25	2016_11_25
INFERENCE OF CELL TYPE COMPOSITION FROM HUMAN BRAIN TRANSCRIPTOMIC DATASETS ILLUMINATES THE EFFECTS OF AGE, MANNER OF DEATH, DISSECTION, AND PSYCHIATRIC DIAGNOSIS	http://biorxiv.org/content/early/2016/11/25/089391	1578	260	2016_11_25	2016_11_25
Can paid reviews promote scientific quality and offer novel career perspectives for young scientists?	http://biorxiv.org/content/early/2016/11/25/089490	3770	1097	2016_11_25	2016_11_25
Towards new cholera prophylactics and treatment: Crystal structures of bacterial enterotoxins in complex with GM1 mimics	http://biorxiv.org/content/early/2016/11/25/089607	599	211	2016_11_25	2016_11_25
Gluten-Free Beer via Hydrodynamic Cavitation Assisted Brewing of Barley Malts	http://biorxiv.org/content/early/2016/11/25/089482	776	228	2016_11_25	2016_11_25
A decision underlies phototaxis in an insect.	http://biorxiv.org/content/early/2016/11/24/023846	3604	925	2016_06_14	2016_11_24
Histone code and higher-order chromatin folding: A hypothesis	http://biorxiv.org/content/early/2016/11/24/085860	1724	904	2016_11_4	2016_11_24
A method for identifying genetic heterogeneity within phenotypically-defined disease subgroups	http://biorxiv.org/content/early/2016/11/24/037713	1999	784	2016_08_2	2016_11_24
Human demographic history impacts genetic risk prediction across diverse populations	http://biorxiv.org/content/early/2016/11/24/070797	6074	2176	2016_08_23	2016_11_24
Analgesic effects of neurotensin agonists in a rat bone cancer pain model	http://biorxiv.org/content/early/2016/11/24/089169	339	158	2016_11_24	2016_11_24
Knowledge Formalization and High-Throughput Data Visualization Using Signaling Network Maps	http://biorxiv.org/content/early/2016/11/24/089409	855	419	2016_11_24	2016_11_24
Homozygous c.259G>A variant in ISCA1 is associated with a new multiple mitochondrial dysfunctions syndrome	http://biorxiv.org/content/early/2016/11/23/089292	743	147	2016_11_23	2016_11_23
Polygenic transmission disequilibrium confirms that common and rare variation act additively to create risk for autism spectrum disorders	http://biorxiv.org/content/early/2016/11/23/089342	6340	1751	2016_11_23	2016_11_23
History of Antibiotic Adaptation Influences Microbial Evolutionary Dynamics During Subsequent Treatment	http://biorxiv.org/content/early/2016/11/23/089334	1010	236	2016_11_23	2016_11_23
The dynamics of human cognition: increasing global integration coupled with decreasing segregation found using intracortical EEG	http://biorxiv.org/content/early/2016/11/23/089326	898	228	2016_11_23	2016_11_23
NaviCom: A web application to create interactive molecular network portraits using multi-level omics data	http://biorxiv.org/content/early/2016/11/23/089367	829	223	2016_11_23	2016_11_23
Transition into inflammatory cancer-associated adipocytes in breast cancer microenvironment requires microRNA regulatory mechanism	http://biorxiv.org/content/early/2016/11/23/089243	586	243	2016_11_23	2016_11_23
SINCERITIES: Inferring gene regulatory networks from time-stamped single cell transcriptional expression profiles	http://biorxiv.org/content/early/2016/11/23/089110	1172	511	2016_11_23	2016_11_23
The type IVa pilus machinery is pre-installed during cell division	http://biorxiv.org/content/early/2016/11/23/087965	1117	277	2016_11_15	2016_11_23
Probing cytoskeletal modulation of passive and active intracellular dynamics using nanobody-functionalized quantum dots	http://biorxiv.org/content/early/2016/11/23/089284	1970	407	2016_11_23	2016_11_23
Phylogenomics-guided discovery of a novel conserved cassette of short linear motifs in BubR1 essential for the spindle checkpoint	http://biorxiv.org/content/early/2016/11/23/088161	690	199	2016_11_16	2016_11_23
The role of sex-based developmental class in predicting group reproductive output in wild callitrichids	http://biorxiv.org/content/early/2016/11/23/047969	1285	296	2016_04_10	2016_11_23
Unexpected diversity in socially synchronized rhythms of shorebirds	http://biorxiv.org/content/early/2016/11/23/084806	3400	1011	2016_11_2	2016_11_23
Predator phylogenetic diversity decreases predation rate via antagonistic interactions	http://biorxiv.org/content/early/2016/11/23/089144	912	168	2016_11_22	2016_11_23
Phylodynamics on local sexual contact networks	http://biorxiv.org/content/early/2016/11/23/082966	648	244	2016_10_24	2016_11_23
Marine Ecosystems as Complex Adaptive Systems: Emergent Patterns, Critical Transitions, and Public Goods	http://biorxiv.org/content/early/2016/11/23/056838	1728	861	2016_06_7	2016_11_23
Development of a multivariate clinical prediction model for the diagnosis of mild stroke/TIA in physician first-contact patient settings	http://biorxiv.org/content/early/2016/11/22/089227	1298	136	2016_11_22	2016_11_22
A new coactivator complex required for retinoic acid-dependent regulation of embryonic symmetry	http://biorxiv.org/content/early/2016/11/22/089201	833	234	2016_11_22	2016_11_22
Mating-induced Male Death and Pheromone Toxin-regulated Androstasis	http://biorxiv.org/content/early/2016/11/22/034181	1291	409	2015_12_15	2016_11_22
The rate and effect of de novo mutations in a colonizing lineage of Arabidopsis thaliana	http://biorxiv.org/content/early/2016/11/22/050203	3745	989	2016_04_25	2016_11_22
Rooting density differentiates wheat genotypes through Bayesian modeling	http://biorxiv.org/content/early/2016/11/22/089078	998	156	2016_11_22	2016_11_22
Multiple Confounders Correction with Regularized Linear Mixed Effect Models, with Application in Biological Processes	http://biorxiv.org/content/early/2016/11/22/089052	1149	363	2016_11_22	2016_11_22
Constructing high-density linkage maps with MapDisto 2.0	http://biorxiv.org/content/early/2016/11/22/089177	1618	362	2016_11_22	2016_11_22
Distinct sources of deterministic and stochastic components of action timing decisions in rodent frontal cortex	http://biorxiv.org/content/early/2016/11/22/088963	824	313	2016_11_22	2016_11_22
Ancient hybridization and strong adaptation to viruses across African vervet monkey populations	http://biorxiv.org/content/early/2016/11/22/088989	1796	383	2016_11_22	2016_11_22
Raoult's law revisited: accurately predicting equilibrium relative humidity points for humidity control experiments.	http://biorxiv.org/content/early/2016/11/22/089094	572	65	2016_11_22	2016_11_22
The Impact of Lethal Recessive Alleles on Bottlenecks with Implications for Conservation Genetics	http://biorxiv.org/content/early/2016/11/22/089151	608	102	2016_11_22	2016_11_22
Neuronal components of evaluating the human 1 origin of abstract shapes	http://biorxiv.org/content/early/2016/11/22/085902	453	78	2016_11_22	2016_11_22
In vivo imaging of coral tissue and skeleton with optical coherence tomography	http://biorxiv.org/content/early/2016/11/22/088682	1315	535	2016_11_22	2016_11_22
Scalable parameter estimation for genome-scale biochemical reaction networks	http://biorxiv.org/content/early/2016/11/22/089086	791	240	2016_11_22	2016_11_22
Detecting hierarchical 3-D genome domain reconfiguration with network modularity	http://biorxiv.org/content/early/2016/11/22/089011	3148	768	2016_11_22	2016_11_22
MYCOPLASMA FAUCIUM AND BREAST CANCER	http://biorxiv.org/content/early/2016/11/22/089128	611	175	2016_11_22	2016_11_22
Predicting gene expression level in E. coli from mRNA sequence information	http://biorxiv.org/content/early/2016/11/22/089102	1346	334	2016_11_22	2016_11_22
Environmental responses, not species interactions, determine synchrony of dominant species in semiarid grasslands	http://biorxiv.org/content/early/2016/11/22/047480	1427	616	2016_07_7	2016_11_22
SCODE: An efficient regulatory network inference algorithm from single-cell RNA-Seq during differentiation	http://biorxiv.org/content/early/2016/11/22/088856	3649	1274	2016_11_21	2016_11_22
Mycobacterium ulcerans low infectious dose and atypical mechanical transmission support insect bites and puncturing injuries in the spread of Buruli ulcer.	http://biorxiv.org/content/early/2016/11/21/071753	910	343	2016_08_27	2016_11_21
Focused ultrasound enhances sensorimotor decision-making in monkeys	http://biorxiv.org/content/early/2016/11/21/041152	1713	679	2016_02_24	2016_11_21
Logic Synthesis of Recombinase-Based Genetic Circuits	http://biorxiv.org/content/early/2016/11/21/088930	843	344	2016_11_21	2016_11_21
New single nucleotide polymorphisms (SNPs) in homologous recombination repair genes detected by microarray analysis in Polish breast cancer patients	http://biorxiv.org/content/early/2016/11/21/088948	683	175	2016_11_21	2016_11_21
Ubiquity and quantitative significance of bacterioplankton lineages inhabiting the oxygenated hypolimnion of deep freshwater lakes	http://biorxiv.org/content/early/2016/11/21/088864	1045	236	2016_11_21	2016_11_21
Estimating Drivers of Cell State Transitions Using Gene Regulatory Network Models	http://biorxiv.org/content/early/2016/11/21/089003	2632	1223	2016_11_21	2016_11_21
Predicting causal variants affecting expression using whole genome sequence and RNA-seq from multiple human tissues.	http://biorxiv.org/content/early/2016/11/21/088872	2989	719	2016_11_21	2016_11_21
HiC-Spector: A matrix library for spectral and reproducibility analysis of Hi-C contact maps	http://biorxiv.org/content/early/2016/11/21/088922	1888	427	2016_11_21	2016_11_21
Visual crowding is a combination of an increase of positional uncertainty, source confusion, and featural averaging	http://biorxiv.org/content/early/2016/11/21/088898	862	215	2016_11_21	2016_11_21
A location-specific spreadsheet for estimating Zika risk and timing for Zika vector surveillance, using U.S. military facilities as an example	http://biorxiv.org/content/early/2016/11/21/088823	621	195	2016_11_21	2016_11_21
ConfocalGN : a minimalistic confocal image simulator.	http://biorxiv.org/content/early/2016/11/21/088906	998	163	2016_11_21	2016_11_21
An RNA binding polymer specifies nematode sperm fate	http://biorxiv.org/content/early/2016/11/21/088914	635	190	2016_11_21	2016_11_21
Tractography-based connectomes are dominated by false-positive connections	http://biorxiv.org/content/early/2016/11/21/084137	8599	3061	2016_11_7	2016_11_21
Extracellular peptidases in subsurface sediments of the White Oak River estuary, NC, suggest microbial community adaptation to oxidize degraded organic matter	http://biorxiv.org/content/early/2016/11/21/080671	1067	427	2016_10_13	2016_11_21
High temporal resolution of gene expression dynamics in developing mouse embryonic stem cells	http://biorxiv.org/content/early/2016/11/21/084442	1407	443	2016_10_31	2016_11_21
Autophagy mitigates high-temperature injury during microsporogenesis in Arabidopsis thaliana	http://biorxiv.org/content/early/2016/11/18/088526	629	267	2016_11_18	2016_11_18
Learning of speech categories in humans and Zebra finches	http://biorxiv.org/content/early/2016/11/21/077321	946	211	2016_09_25	2016_11_21
Isolator: accurate and stable analysis of isoform-level expression in RNA-Seq experiments	http://biorxiv.org/content/early/2016/11/20/088765	3434	968	2016_11_20	2016_11_20
Ultraviolet and yellow reflectance but not fluorescence is important for visual discrimination of conspecifics by Heliconius erato	http://biorxiv.org/content/early/2016/11/20/088781	885	238	2016_11_20	2016_11_20
Immunological Patterns from Four Melioidosis Cases: Constant and Variable Protein Antigens	http://biorxiv.org/content/early/2016/11/20/082057	792	105	2016_11_20	2016_11_20
Engineered tRNA suppression of a CFTR nonsense mutation	http://biorxiv.org/content/early/2016/11/20/088690	1194	543	2016_11_20	2016_11_20
E-scape: Interactive visualization of single cell phylogenetics and spatio-temporal evolution in cancer	http://biorxiv.org/content/early/2016/11/20/080622	926	471	2016_11_20	2016_11_20
SWALO: scaffolding with assembly likelihood optimization	http://biorxiv.org/content/early/2016/11/20/081786	2516	725	2016_10_18	2016_11_20
A SIMPLE pipeline for mapping point mutations	http://biorxiv.org/content/early/2016/11/20/088591	1756	591	2016_11_18	2016_11_20
Immunotropic aspect of the Bacillus coagulans probiotic action	http://biorxiv.org/content/early/2016/11/19/088757	362	194	2016_11_19	2016_11_19
Identifying Y-chromosome haplogroups in arbitrarily large samples of sequenced or genotyped men	http://biorxiv.org/content/early/2016/11/19/088716	1845	402	2016_11_19	2016_11_19
Chromosome assembly of large and complex genomes using multiple references	http://biorxiv.org/content/early/2016/11/19/088435	3436	890	2016_11_19	2016_11_19
Scalable variational inference for super resolution microscopy	http://biorxiv.org/content/early/2016/11/19/081703	1536	490	2016_11_19	2016_11_19
UNCROSS: Filtering of high-frequency cross-talk in 16S amplicon reads	http://biorxiv.org/content/early/2016/11/19/088666	1851	631	2016_11_19	2016_11_19
Host Vesicle Fusion Proteins VAPB, Rab11b and Rab18 Contribute to HSV-1 Infectivity by Facilitating Egress through the Nuclear Membrane	http://biorxiv.org/content/early/2016/11/19/088633	522	207	2016_11_19	2016_11_19
Conformational landscape of the p28-bound human proteasome regulatory particle	http://biorxiv.org/content/early/2016/11/19/088492	732	270	2016_11_19	2016_11_19
DIV-1/PolA2 Promotes GLP-1/Notch-Mediated Cellular Events in Caenorhabditis elegans	http://biorxiv.org/content/early/2016/11/19/088708	519	139	2016_11_19	2016_11_19
Pulse of α-2-macroglobulin and lipocalin-1 in the pregnant uterus of European polecats (Mustela putorius) at the time of implantation	http://biorxiv.org/content/early/2016/11/18/088609	436	83	2016_11_18	2016_11_18
Floral Radiometry: A Biophysical Basis to Characterize Landscapes.	http://biorxiv.org/content/early/2016/11/18/088583	686	170	2016_11_18	2016_11_18
Chromatin environment, transcriptional regulation, and splicing distinguish lincRNAs and mRNAs	http://biorxiv.org/content/early/2016/11/17/088484	1864	443	2016_11_17	2016_11_17
Plant growth regulators ameliorate or exacerbate abiotic and biotic stress effects on Zea mays kernel weight in a genotype-specific manner	http://biorxiv.org/content/early/2016/11/17/088195	490	199	2016_11_17	2016_11_17
GLASS: assisted and standardized assessment of gene variations from Sanger sequence trace data	http://biorxiv.org/content/early/2016/11/17/088401	1231	204	2016_11_17	2016_11_17
A Unified Characterization of Population Structure and Relatedness	http://biorxiv.org/content/early/2016/11/17/088385	779	148	2016_11_17	2016_11_17
HiC-bench: comprehensive and reproducible Hi-C data analysis designed for parameter exploration and benchmarking	http://biorxiv.org/content/early/2016/11/17/084954	1715	3758	2016_11_2	2016_11_17
What can genomics tell us about the success of enhancement programs in anadromous Chinook salmon? A comparative analysis across four generations	http://biorxiv.org/content/early/2016/11/17/087973	996	271	2016_11_16	2016_11_17
miR-106b-responsive gene landscape identifies regulation of Kruppel-like factor family	http://biorxiv.org/content/early/2016/11/17/088229	560	113	2016_11_17	2016_11_17
Structural and functional brain changes following four weeks of unimanual motor training: evidence from fMRI-guided diffusion MRI tractography	http://biorxiv.org/content/early/2016/11/17/088328	1227	194	2016_11_17	2016_11_17
Engineered reciprocal chromosome translocations drive high threshold, reversible population replacement in Drosophila	http://biorxiv.org/content/early/2016/11/17/088393	1161	489	2016_11_17	2016_11_17
SOFIA: an R package for enhancing genetic visualization with Circos	http://biorxiv.org/content/early/2016/11/17/088377	1566	667	2016_11_17	2016_11_17
Somatic Mutations and Neoepitope Homology in Melanomas Treated with CTLA-4 Blockade	http://biorxiv.org/content/early/2016/11/17/088286	1265	415	2016_11_17	2016_11_17
A unified characterization of population structure and relatedness.	http://biorxiv.org/content/early/2016/11/17/088260	1573	361	2016_11_17	2016_11_17
Construction of a high-density American cranberry (Vaccinium macrocarpon Ait.) composite map using genotyping-by-sequencing for multi-pedigree linkage mapping	http://biorxiv.org/content/early/2016/11/17/088419	938	209	2016_11_17	2016_11_17
Structural and functional brain changes following four weeks of unimanual motor training: evidence from behaviour, neural stimulation, cortical thickness and functional MRI	http://biorxiv.org/content/early/2016/11/17/088302	574	159	2016_11_17	2016_11_17
A community-based collaboration to build prediction models for short-term discontinuation of docetaxel in metastatic castration-resistant prostate cancer	http://biorxiv.org/content/early/2016/11/17/087809	1878	408	2016_11_15	2016_11_17
Uniparental inheritance promotes adaptive evolution in cytoplasmic genomes	http://biorxiv.org/content/early/2016/11/17/059089	1232	312	2016_06_15	2016_11_17
'Gap hunting' to characterize clustered probe signals in Illumina methylation array data	http://biorxiv.org/content/early/2016/11/17/059659	1584	339	2016_06_18	2016_11_17
Shared characteristics underpinning C4 leaf maturation derived from analysis of multiple C3 and C4 species of Flaveria	http://biorxiv.org/content/early/2016/11/16/088153	718	331	2016_11_16	2016_11_16
Adaptive anonymity: Crypsis as an evolutionary trait of floral yeasts?	http://biorxiv.org/content/early/2016/11/16/088179	644	133	2016_11_16	2016_11_16
Exploiting Next Generation Sequencing to solve the Haplotyping puzzle in Polyploids: a Simulation study	http://biorxiv.org/content/early/2016/11/16/088112	1576	516	2016_11_16	2016_11_16
Visualizing adenosine to inosine RNA editing in single mammalian cells	http://biorxiv.org/content/early/2016/11/16/088146	2098	556	2016_11_16	2016_11_16
Compensation masks trophic cascades in complex food webs	http://biorxiv.org/content/early/2016/11/16/068569	814	270	2016_08_9	2016_11_16
Computational evidence of a compound with nicotinic α4β2-Ach receptor partial agonist properties as possible coadjuvant for the treatment of obesity	http://biorxiv.org/content/early/2016/11/16/088138	1128	79	2016_11_16	2016_11_16
A computational method for the investigation of multistable systems and its application to genetic switches	http://biorxiv.org/content/early/2016/11/16/088005	786	311	2016_11_16	2016_11_16
Eco-evolutionary theory and insect outbreaks	http://biorxiv.org/content/early/2016/11/16/088047	622	182	2016_11_16	2016_11_16
Chimeras Link to Tandem Repeats and Transposable Elements in Tetraploid Hybrid Fish	http://biorxiv.org/content/early/2016/11/16/088070	664	172	2016_11_16	2016_11_16
Upstream trophic structure modulates downstream community dynamics via resource subsidies.	http://biorxiv.org/content/early/2016/11/16/088096	672	148	2016_11_16	2016_11_16
Quantitative analysis of 3D alignment quality: its impact on soft-validation, particle pruning and homogeneity analysis	http://biorxiv.org/content/early/2016/11/16/088062	420	281	2016_11_16	2016_11_16
Electroceutical disinfection strategies impair the motility of pathogenic Pseudomonas aeruginosa and Escherichia coli	http://biorxiv.org/content/early/2016/11/16/088120	608	139	2016_11_16	2016_11_16
Disentangling the Effects of Weather and Density on the Dynamics of a Fungal Pathogen	http://biorxiv.org/content/early/2016/11/16/088054	512	181	2016_11_16	2016_11_16
Detecting Selection Signals In Plasmodium falciparum Using Identity-By-Descent Analysis	http://biorxiv.org/content/early/2016/11/16/088039	1649	356	2016_11_16	2016_11_16
Efficient Heuristic for Decomposing a Flow with Minimum Number of Paths	http://biorxiv.org/content/early/2016/11/16/087759	1382	322	2016_11_16	2016_11_16
Persistent neural activity encoding real-time presence of visual stimuli decays along the ventral stream	http://biorxiv.org/content/early/2016/11/16/088021	631	201	2016_11_16	2016_11_16
Efficient randomization of biological networks while preserving functional characterization of individual nodes	http://biorxiv.org/content/early/2016/11/16/069245	1975	421	2016_11_15	2016_11_16
